,0,1,2,3,4,5
0,23.0,27.2,0.0,681.5,0.0047280779496687705,0.0
1,22.945,27.29,0.0,685.0,0.00472795137178073,0.0
2,22.945,27.39,0.0,685.0,0.0047454083970941,0.0
3,22.89,27.39,0.0,689.0,0.00472950615591001,0.0
4,22.89,27.39,0.0,689.5,0.00472950615591001,0.0
5,22.89,27.39,0.0,689.0,0.00472950615591001,0.0
6,22.89,27.445,0.0,691.0,0.00473907551474663,0.0
7,22.89,27.5,0.0,688.0,0.00474864516581148,0.0
8,22.89,27.5,0.0,689.5,0.00474864516581148,0.0
9,22.79,27.445,0.0,689.0,0.00471022404680625,0.0
10,22.79,27.5,0.0,685.666666666667,0.004719734999149521,0.0
11,22.79,27.5,0.0,687.0,0.004719734999149521,0.0
12,22.79,27.5,0.0,688.0,0.004719734999149521,0.0
13,22.745,27.5,0.0,670.0,0.0047067761580489,0.0
14,22.7,27.463333333333303,0.0,668.666666666667,0.00468754308384392,0.0
15,22.7,27.5,0.0,670.0,0.00469384871410812,0.0
16,22.7,27.5,0.0,667.0,0.00469384871410812,0.0
17,22.6666666666667,27.426666666666698,0.0,664.5,0.004671707764617511,0.0
18,22.7,27.6,0.0,670.0,0.00471104653252311,0.0
19,22.6,27.426666666666698,0.0,670.333333333333,0.00465269945869772,0.0
20,22.6,27.39,0.0,672.0,0.0046464328065348,0.0
21,22.6,27.356666666666698,0.0,658.0,0.00464073595878431,0.0
22,22.6,27.445,0.0,660.5,0.00465583283178072,0.0
23,22.6,27.426666666666698,0.0,658.0,0.00465269945869772,0.0
24,22.6,27.445,0.0,655.0,0.00465583283178072,0.0
25,22.6,27.445,0.0,654.25,0.00465583283178072,0.0
26,22.6,27.39,0.0,648.0,0.0046464328065348,0.0
27,22.5,27.323333333333302,0.0,648.666666666667,0.004606763202978321,0.0
28,22.5,27.445,0.0,646.0,0.00462742903214501,0.0
29,22.5,27.5,0.0,646.0,0.00463677156669758,0.0
30,22.5,27.445,0.0,641.5,0.00462742903214501,0.0
31,22.39,27.29,0.0,639.0,0.00457021208799111,0.0
32,22.5,27.5,0.0,640.0,0.00463677156669758,0.0
33,22.39,27.34,0.0,630.5,0.00457864714513976,0.0
34,22.39,27.356666666666698,0.0,629.333333333333,0.0045814588813251,0.0
35,22.39,27.5,0.0,632.0,0.00460564085426059,0.0
36,22.39,27.5,0.0,636.5,0.00460564085426059,0.0
37,22.39,27.5,0.0,627.5,0.00460564085426059,0.0
38,22.39,27.39,0.0,626.0,0.0045870824294015,0.0
39,22.39,27.5,0.0,625.5,0.00460564085426059,0.0
